parameter_id,parameter_name_cn,primary_process,evaluated_process,case,metric,mu,mu_star,sigma,n_effects
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,plant_p_end,0.09587643445093333,0.10586584239331667,0.17350172125986368,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,P50,rauto_sum,18.687720853916694,74.81287355391663,154.18013019884543,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,P50,reco_sum,72.12902840833327,117.56139120833332,214.31788502371188,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,rhetero_sum,53.43682353333328,71.05167633333338,135.4240502603536,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,root_c_end,-7.052448755615804,17.752349073949144,33.393866410799376,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,root_cp_end,4.0666666639784424e-05,0.00010166666659946108,0.00014148998260728974,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,P50,root_p_end,-0.005966542001097178,0.015018903046097182,0.028252005680340128,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,soil_c_end,6.633137499999367,80.16015750000012,142.91598544329696,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,sorbed_p_end,-0.04376798791666699,0.09556450574999961,0.17063082080474715,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,strongly_sorbed_p_end,0.00017738166666584723,0.0014619816666664085,0.0036731789809084352,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,P50,total_inorganic_p_end,-0.044329350000000524,0.20831808333332683,0.3453036666449655,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳分配与库周转,P50,wood_c_end,56.82481995189166,65.12253693239167,109.3193609829137,20
s_alloc_el,叶片分配权重,碳分配与库周转,植物磷需求与获取,dP100,fptase_sum,-1.2899687499956804e-06,2.778822083338046e-06,9.405760837710548e-06,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP100,gpp_sum,25.48128856000002,45.79661769333321,89.46542708277731,20
s_alloc_el,叶片分配权重,碳分配与库周转,土壤磷动态,dP100,labile_p_end,-0.004389276811095336,0.01982878605975378,0.0337494657235542,20
s_alloc_el,叶片分配权重,碳分配与库周转,碳获取与呼吸,dP100,lai_mean,0.09238865365249999,0.10425284769249998,0.2752065571495417,20
